combo,realization,seed,n_sne,logz,pkl_path,alpha,beta,gamma,Om0,gamma_alpha,sn_tau,zeta
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,66,2066,1820,-451.23095370367537,Plots/z_uncert/z_066_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,0.1768640877550481,3.765327796847016,0.07157547062151744,0.35187712702211693,-0.2859816608140466,1.5284226339406808,-0.10412327479335719
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,67,2067,1820,-446.5382917173914,Plots/z_uncert/z_067_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,0.17639941779303206,3.754658712142289,0.06018983266150059,0.34660375580518826,-0.3170440053954282,1.5413635378846176,-0.11117027546775156
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,68,2068,1820,-443.0056023678758,Plots/z_uncert/z_068_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,0.17808375115408423,3.801176736278017,0.06473205806010783,0.3532602146129703,-0.34544464700072075,1.4079979900619148,-0.10293694335032219
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,69,2069,1820,-458.2685502453139,Plots/z_uncert/z_069_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,0.1774222964895659,3.7590905610811087,0.07037127355559261,0.35363197425500337,-0.2989863199752324,1.5117365141757655,-0.09972507599476962
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,70,2070,1820,-454.7774257597878,Plots/z_uncert/z_070_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,0.17773223863924612,3.7616375667251765,0.06791327438740792,0.3470590585299895,-0.3146489988726312,1.4579158402609402,-0.10757352841157015
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,71,2071,1820,-446.9821685184348,Plots/z_uncert/z_071_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,0.1759512521173098,3.7836725154656494,0.06793903373489428,0.3538184734294037,-0.30638877921433655,1.4538809313795018,-0.1027039093828023
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,72,2072,1820,-448.9955529336231,Plots/z_uncert/z_072_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,0.17872588343759166,3.776618054363419,0.06349051585770002,0.352575248555514,-0.34185061325692356,1.4808972681236978,-0.10699774774140015
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,73,2073,1820,-452.2460166319781,Plots/z_uncert/z_073_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,0.1781336532085375,3.7783360631503404,0.06574047894856,0.35239210921174086,-0.30266919922441604,1.4783734546943097,-0.10673964666902762
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,74,2074,1820,-437.12502554244764,Plots/z_uncert/z_074_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,0.17549167352217862,3.752952685476863,0.0734507149723579,0.350590061138057,-0.3105306863031634,1.5126179263855364,-0.10142745837757552
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,75,2075,1820,-448.2373603145871,Plots/z_uncert/z_075_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,0.1774431139484424,3.739439040927706,0.07452464574106088,0.3482559227962803,-0.33887950158828595,1.5782095755646395,-0.09589789132077742
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,76,2076,1820,-446.4160979388058,Plots/z_uncert/z_076_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,0.17691588109531614,3.781908494039153,0.06845746604533823,0.34704875204645486,-0.3230773237432527,1.470108604399947,-0.10561742087281696
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,77,2077,1820,-462.80236282967786,Plots/z_uncert/z_077_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,0.17764412840521282,3.782773251678616,0.06916785130482656,0.35091452436022497,-0.32744804943904465,1.4716532881304059,-0.10062412099719002
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,78,2078,1820,-451.26610160644265,Plots/z_uncert/z_078_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,0.17716739436368117,3.7318851372693684,0.06366714382430591,0.3501379383346644,-0.3235513976072383,1.5803940477516425,-0.10752797793735203
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,79,2079,1820,-447.3886595218022,Plots/z_uncert/z_079_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,0.17561146556271853,3.7921508560159283,0.06915879460136534,0.35854090034153296,-0.3097717577066051,1.426011965899756,-0.09788682401482324
