run_1,run_2,n_shared_params,shared_params,gaussian_nsigma,gaussian_pvalue,gaussian_Q,gaussian_dof,kde_nsigma,kde_p_enclosed,lnB,lnB_err,lnB_label,lnB_favours
Plots/combo/host_qual_mass_linear_sncolour_softbroken_sntau_all_results.pkl,Plots/combo/host_qual_mass_linear_sncolour_softbroken_sntau_strict_results.pkl,5,alpha|beta|gamma|Om0|sn_tau,0.131,0.8960811643755385,1.642,5,0.098,0.078,98.571,0.08,strong,run_1
