combo,kind,tag,fold,cone,cone_label,status,n_sne,logz,logz_err,pkl_path,active_params
mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha,loo_zbin,combo/loo_zbin_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha_b00,0.0,,,ok,1365,-333.04393299566885,0.056209340944872906,Plots/combo/loo_zbin_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha_b00_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau"
mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha,loo_zbin,combo/loo_zbin_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha_b01,1.0,,,ok,1365,-282.17734865296086,0.058679997042802114,Plots/combo/loo_zbin_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha_b01_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau"
mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha,loo_zbin,combo/loo_zbin_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha_b02,2.0,,,ok,1365,-358.1078466935181,0.05955251761124348,Plots/combo/loo_zbin_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha_b02_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau"
mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha,loo_zbin,combo/loo_zbin_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha_b03,3.0,,,ok,1365,-374.0002116190416,0.059153331126356186,Plots/combo/loo_zbin_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha_b03_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau"
mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha,drill_ref,combo/drilling_all_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha,,,,ok,1820,-445.29270076506526,0.0633089995095361,Plots/combo/drilling_all_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau"
mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha,drill_cone,combo/drilling_00_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha,,0.0,"c00 (RA 53.5, Dec -28.2, N=580)",ok,580,-184.6702766642874,0.0525207365179369,Plots/combo/drilling_00_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau"
mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha,drill_cone,combo/drilling_01_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha,,1.0,"c01 (RA 35.8, Dec -5.0, N=520)",ok,520,-247.12062055839814,0.052015703088859694,Plots/combo/drilling_01_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau"
mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha,drill_cone,combo/drilling_02_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha,,2.0,"c02 (RA 8.8, Dec -43.6, N=283)",ok,283,-78.631414819444,0.0456021848093427,Plots/combo/drilling_02_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau"
mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha,drill_cone,combo/drilling_03_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha,,3.0,"c03 (RA 41.7, Dec -0.7, N=240)",ok,240,-80.78736047674204,0.04127411963956735,Plots/combo/drilling_03_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau"
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,fit,combo/fit_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,,,,ok,1820,-436.7661311772575,0.06522523115015944,Plots/combo/fit_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau,zeta"
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,host_qual_all,combo/host_qual_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_all,,,,ok,1820,-436.8197639175477,0.0651861362113712,Plots/combo/host_qual_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_all_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau,zeta"
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,host_qual_strict,combo/host_qual_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_strict,,,,ok,1369,-533.4624275883541,0.06265752193686586,Plots/combo/host_qual_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_strict_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau,zeta"
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,loo_zbin,combo/loo_zbin_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_b00,0.0,,,ok,1365,-331.8592923254386,0.05947952372623274,Plots/combo/loo_zbin_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_b00_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau,zeta"
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,loo_zbin,combo/loo_zbin_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_b01,1.0,,,ok,1365,-279.76812682598035,0.06262044073917451,Plots/combo/loo_zbin_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_b01_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau,zeta"
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,loo_zbin,combo/loo_zbin_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_b02,2.0,,,ok,1365,-350.6062003225477,0.06390940908201805,Plots/combo/loo_zbin_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_b02_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau,zeta"
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,loo_zbin,combo/loo_zbin_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_b03,3.0,,,ok,1365,-364.0215763757735,0.06400365293780631,Plots/combo/loo_zbin_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_b03_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau,zeta"
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,drill_ref,combo/drilling_all_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,,,,ok,1820,-436.8753670747337,0.06596637261840765,Plots/combo/drilling_all_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau,zeta"
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,drill_cone,combo/drilling_00_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,,0.0,"c00 (RA 53.5, Dec -28.2, N=580)",ok,580,-186.98010843018258,0.055547700172220986,Plots/combo/drilling_00_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau,zeta"
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,drill_cone,combo/drilling_01_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,,1.0,"c01 (RA 35.8, Dec -5.0, N=520)",ok,520,-242.018781089958,0.055575353885854904,Plots/combo/drilling_01_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau,zeta"
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,drill_cone,combo/drilling_02_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,,2.0,"c02 (RA 8.8, Dec -43.6, N=283)",ok,283,-80.34190798862376,0.050311328943085876,Plots/combo/drilling_02_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau,zeta"
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,drill_cone,combo/drilling_03_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,,3.0,"c03 (RA 41.7, Dec -0.7, N=240)",ok,240,-78.8682004468064,0.04910351359114639,Plots/combo/drilling_03_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,"alpha,beta,gamma,Om0,gamma_alpha,sn_tau,zeta"
