combo,cone,cone_label,n_sne,gaussian_nsigma,kde_nsigma,lnB,cone_logz,cone_logz_err,ref_logz,ref_logz_err,cone_Om0,cone_Om0_err,ref_Om0,ref_Om0_err,delta_Om0,delta_Om0_var_negative,delta_Om0_err,delta_Om0_nsigma,delta_Om0_nsigma_quad,cone_alpha,cone_alpha_err,ref_alpha,ref_alpha_err,delta_alpha,delta_alpha_var_negative,delta_alpha_err,delta_alpha_nsigma,delta_alpha_nsigma_quad,cone_beta,cone_beta_err,ref_beta,ref_beta_err,delta_beta,delta_beta_var_negative,delta_beta_err,delta_beta_nsigma,delta_beta_nsigma_quad,cone_gamma,cone_gamma_err,ref_gamma,ref_gamma_err,delta_gamma,delta_gamma_var_negative,delta_gamma_err,delta_gamma_nsigma,delta_gamma_nsigma_quad,cone_zeta,cone_zeta_err,ref_zeta,ref_zeta_err,delta_zeta,delta_zeta_var_negative,delta_zeta_err,delta_zeta_nsigma,delta_zeta_nsigma_quad,cone_sn_tau,cone_sn_tau_err,ref_sn_tau,ref_sn_tau_err,delta_sn_tau,delta_sn_tau_var_negative,delta_sn_tau_err,delta_sn_tau_nsigma,delta_sn_tau_nsigma_quad,cone_gamma_alpha,cone_gamma_alpha_err,ref_gamma_alpha,ref_gamma_alpha_err,delta_gamma_alpha,delta_gamma_alpha_var_negative,delta_gamma_alpha_err,delta_gamma_alpha_nsigma,delta_gamma_alpha_nsigma_quad
mass_linear_ssfr_tanh_interaction_gammaalpha,1,"c01 (RA 35.8, Dec -5.0, N=520)",520.0,0.641,,-198.379,-241.3999010526018,0.05596433068175954,-439.7785618091945,0.06638043453361044,0.4165281722276152,0.046377980782781415,0.36175146738315206,0.019903761974429203,0.05477670484446312,False,0.04188982407164428,1.3076375004769267,1.085362668024643,0.18021570255313366,0.011935545386730561,0.1774370705850821,0.005829872611289705,0.002778631968051559,False,0.010414884973672985,0.2667943021046758,0.20918318459017435,3.0237260508904797,0.11437070653573653,3.055051005141395,0.0558599478979284,-0.031324954250915304,False,0.0998014265144757,-0.31387281068945216,-0.24610454696398654,0.06363207936994172,0.04030642182497811,0.061910449109662063,0.019076429107653975,0.0017216302602796607,False,0.03550630215657107,0.04848801918847644,0.03860780822626905,-0.18344935183208888,0.04895821056672462,-0.10721487410674498,0.022847418706366272,-0.0762344777253439,False,0.04330013672439997,-1.7606059355093255,-1.4110454687191336,,,,,,,,,,-0.3592145930269855,0.1786753979194546,-0.3315323077259321,0.12502581081989736,-0.027682285301053378,False,0.1276457772529224,-0.21686800689224997,-0.12693976135432766
mass_linear_ssfr_tanh_interaction_gammaalpha,2,"c02 (RA 8.8, Dec -43.6, N=283)",283.0,0.376,,-360.716,-79.06255893615486,0.04861883707968195,-439.7785618091945,0.06638043453361044,0.35347384699046575,0.06817966689898688,0.36175146738315206,0.019903761974429203,-0.008277620392686313,False,0.06520971735655717,-0.12693844917967514,-0.11654428668472923,0.1966458992008847,0.01581013717479008,0.1774370705850821,0.005829872611289705,0.019208828615802614,False,0.014696020645801142,1.3070768665047325,1.1399389359689325,3.1825081913562543,0.14360638549661492,3.055051005141395,0.0558599478979284,0.12745718621485924,False,0.13229686381862232,0.9634180473816958,0.8271711184181235,0.03494887279799717,0.04996821503147399,0.061910449109662063,0.019076429107653975,-0.026961576311664896,False,0.04618346420454269,-0.5837928526161298,-0.5040883290522751,-0.08386310015446907,0.05984059012294836,-0.10721487410674498,0.022847418706366272,0.023351773952275903,False,0.055307248030603454,0.42221905417088446,0.3645644958107093,,,,,,,,,,-0.3547080598085025,0.7279049897513757,-0.3315323077259321,0.12502581081989736,-0.02317575208257039,False,0.7170873173706098,-0.03231928876883559,-0.03137946710842376
mass_linear_ssfr_tanh_interaction_gammaalpha,3,"c03 (RA 41.7, Dec -0.7, N=240)",240.0,1.41,,-362.148,-77.6309989612903,0.0496189914332203,-439.7785618091945,0.06638043453361044,0.3801289306625781,0.06767655660890697,0.36175146738315206,0.019903761974429203,0.01837746327942602,False,0.06468351083316254,0.2841135714916095,0.26051535818412686,0.16362830019694208,0.01880926162332786,0.1774370705850821,0.005829872611289705,-0.013808770388140018,False,0.017882978167825636,-0.7721739778771427,-0.7012367883281383,3.001297552695567,0.15585682245874352,3.055051005141395,0.0558599478979284,-0.053753452445827854,False,0.14550262996859206,-0.36943285806882653,-0.32466727327458245,-0.07367923783042844,0.04752094004681992,0.061910449109662063,0.019076429107653975,-0.1355896869400905,False,0.04352389683190265,-3.115292903660786,-2.647877572431342,-0.1693144359948355,0.06821673099561802,-0.10721487410674498,0.022847418706366272,-0.06209956188809053,False,0.06427688422897065,-0.966125888536788,-0.8631996387463238,,,,,,,,,,-0.8388176202460873,0.8553705716381272,-0.3315323077259321,0.12502581081989736,-0.5072853125201552,False,0.846183999762087,-0.5994976419582306,-0.5868236725783617
mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha,0,"c00 (RA 53.5, Dec -28.2, N=580)",580.0,0.073,,-260.622,-184.6702766642874,0.0525207365179369,-445.29270076506526,0.0633089995095361,0.40789200796231784,0.04566759410537977,0.3532173013043676,0.019384704940236985,0.05467470665795021,False,0.041349272856407875,1.322265251140379,1.1020582352822244,0.17626915608444135,0.01182171353587233,0.1823636308052167,0.006079045027076825,-0.006094474720775345,False,0.010138940895527481,-0.6010957932957038,-0.4584674883589272,3.6954587532700973,0.301602341482324,3.786034480736254,0.28474978751791735,-0.0905757274661565,False,0.09940588964503713,-0.9111706337480429,-0.21836801105426012,0.11286731985292439,0.03161772681569206,0.11043587626054832,0.0164849771434415,0.0024314435923760702,False,0.02698010707117272,0.09011986446021115,0.06818943576962393,,,,,,,,,,1.8480122221588058,0.8531702532370927,1.5348014610162533,0.6842544433456473,0.31321076114255253,False,0.5096031178970387,0.6146170424448507,0.2863863218831267,-0.28459171283338297,0.33354972212538775,-0.36973096734335115,0.1395881019310718,0.08513925450996818,False,0.3029365922585188,0.2810464522467209,0.2354643585414173
mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha,1,"c01 (RA 35.8, Dec -5.0, N=520)",520.0,0.529,,-198.172,-247.12062055839814,0.052015703088859694,-445.29270076506526,0.0633089995095361,0.4098224815398182,0.04761831942256914,0.3532173013043676,0.019384704940236985,0.05660518023545058,False,0.043494109474844715,1.3014447454818863,1.100994935482187,0.19087641379503423,0.012625170792025457,0.1823636308052167,0.006079045027076825,0.00851278298981753,False,0.011065267691591796,0.7693246315483329,0.6075141707241701,3.5969492906712586,0.31738342137079745,3.786034480736254,0.28474978751791735,-0.18908519006499525,False,0.1401777252973313,-1.3488961221472684,-0.443448351005938,0.1589329585107291,0.03336940602174219,0.11043587626054832,0.0164849771434415,0.04849708225018079,False,0.029013148516217526,1.6715553026956829,1.3030111291797586,,,,,,,,,,1.993923271283687,0.9143530238770455,1.5348014610162533,0.6842544433456473,0.4591218102674337,False,0.6064959266432342,0.7570072445639161,0.4020205327293737,-0.4758669776726035,0.24523869343706972,-0.36973096734335115,0.1395881019310718,-0.10613601032925235,False,0.20163625308461217,-0.5263736491111781,-0.37612567234996774
mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha,2,"c02 (RA 8.8, Dec -43.6, N=283)",283.0,0.294,,-366.661,-78.631414819444,0.0456021848093427,-445.29270076506526,0.0633089995095361,0.3618227596994531,0.06810985185869169,0.3532173013043676,0.019384704940236985,0.008605458395085475,False,0.06529307110706985,0.13179742121447993,0.12152082823349343,0.19863834074859332,0.015553255683252797,0.1823636308052167,0.006079045027076825,0.016274709943376625,False,0.014316039043932785,1.1368165379706712,0.9745884811410169,3.6354229452767415,0.27564511228337435,3.786034480736254,0.28474978751791735,-0.15061153545951234,True,0.07142978066454513,-2.1085258005596796,-0.3800333840474369,0.06899119402099042,0.04538466500513538,0.11043587626054832,0.0164849771434415,-0.0414446822395579,False,0.042284906836938536,-0.9801294442808929,-0.8583195970590606,,,,,,,,,,2.2716920682488184,0.8967221811119729,1.5348014610162533,0.6842544433456473,0.7368906072325652,False,0.5795744359958884,1.27143393749995,0.653289576675453,-0.47588336939981585,1.8976253760097639,-0.36973096734335115,0.1395881019310718,-0.1061524020564647,False,1.8924844066664006,-0.056091559688701206,-0.05578886615796486
mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha,3,"c03 (RA 41.7, Dec -0.7, N=240)",240.0,1.659,,-364.505,-80.78736047674204,0.04127411963956735,-445.29270076506526,0.0633089995095361,0.3924104870659428,0.06407685326878007,0.3532173013043676,0.019384704940236985,0.039193185761575156,False,0.06107435091107168,0.6417290593663949,0.5854550277646784,0.18028613514125166,0.014691309142121623,0.1823636308052167,0.006079045027076825,-0.0020774956639650344,False,0.013374594418828517,-0.15533148885923395,-0.13066544055043752,3.5088570944237354,0.37025992043091066,3.786034480736254,0.28474978751791735,-0.2771773863125184,False,0.23666424991114568,-1.1711840145547254,-0.5934108079964722,-0.0007820699907183761,0.03159449605143689,0.11043587626054832,0.0164849771434415,-0.1112179462512667,False,0.026952879425480174,-4.126384587545244,-3.1208918035884783,,,,,,,,,,2.0329425415205677,1.0819616344170329,1.5348014610162533,0.6842544433456473,0.4981410805043145,False,0.8381150488519552,0.5943588307913873,0.3891198645633906,-0.10485468925910219,3.5473325460820297,-0.36973096734335115,0.1395881019310718,0.26487627808424896,False,3.5445850750535097,0.0747270195172986,0.07461139902626795
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,0,"c00 (RA 53.5, Dec -28.2, N=580)",580.0,0.079,,-249.895,-186.98010843018258,0.055547700172220986,-436.8753670747337,0.06596637261840765,0.40507997746485847,0.045461212703545605,0.3682220049518475,0.019959926997527404,0.036857972513010984,False,0.04084511200535987,0.9023839256010444,0.7423562360370211,0.17483232607677526,0.0111972710902471,0.17683846906208586,0.005773119440267609,-0.0020061429853105994,False,0.009594267652973191,-0.20909808417622275,-0.15924388499876266,3.6890754226156464,0.30322914363563913,3.790149241930186,0.2875043963454121,-0.10107381931453974,False,0.09638016202550848,-1.0486994127255047,-0.24188460898239453,0.08787429084652908,0.03842118914638287,0.06285874705066512,0.018956607476742184,0.02501554379586396,False,0.03341907850906203,0.7485408010002629,0.5838858273902335,-0.053734852043182214,0.047342698453712466,-0.10827429846515663,0.022628599484359913,0.05453944642197441,False,0.04158458346858335,1.3115304248070276,1.0393870106736764,1.834341694255766,0.8487103181244576,1.4280000776110224,0.638560901141115,0.40634161664474355,False,0.5590609802380822,0.7268287915062478,0.3825810262245561,-0.19786030738898217,0.28074006061669643,-0.32611283480738046,0.12080144391183335,0.1282525274183983,False,0.2534205847674623,0.5060856738851041,0.41963718426605046
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,1,"c01 (RA 35.8, Dec -5.0, N=520)",520.0,0.5,,-194.857,-242.018781089958,0.055575353885854904,-436.8753670747337,0.06596637261840765,0.42104935964869894,0.045238058063823444,0.3682220049518475,0.019959926997527404,0.05282735469685146,False,0.04059659113323726,1.3012756298545622,1.0683905510584324,0.17932934670935124,0.011935293806666074,0.17683846906208586,0.005773119440267609,0.0024908776472653826,False,0.010446163419162355,0.2384490407929228,0.18787434718916207,3.565467874216456,0.32134733918265457,3.790149241930186,0.2875043963454121,-0.22468136771373004,False,0.14354558328918463,-1.5652266169770654,-0.5210754686594883,0.06439714045831632,0.039972536875893694,0.06285874705066512,0.018956607476742184,0.0015383934076512035,False,0.03519162879531727,0.04371475434112069,0.0347739971284962,-0.18418505192059806,0.0488532622085741,-0.10827429846515663,0.022628599484359913,-0.07591075345544143,False,0.043296509256476094,-1.753276528732788,-1.4099446391380381,1.977692808671093,0.9227912141256924,1.4280000776110224,0.638560901141115,0.5496927310600705,False,0.666170849258219,0.8251527842627056,0.48984058275136505,-0.3497134508161294,0.17835706075095875,-0.32611283480738046,0.12080144391183335,-0.023600616008748965,False,0.1312183381564382,-0.17985760481596988,-0.10955811555475223
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,2,"c02 (RA 8.8, Dec -43.6, N=283)",283.0,0.256,,-356.533,-80.34190798862376,0.050311328943085876,-436.8753670747337,0.06596637261840765,0.36120823384539913,0.06763843440534689,0.3682220049518475,0.019959926997527404,-0.007013771106448352,False,0.06462630364688818,-0.10852811797454662,-0.09945503925680245,0.19601792566784987,0.015514143208768328,0.17683846906208586,0.005773119440267609,0.019179456605764006,False,0.014399990674669782,1.3319075712668005,1.1586362471246074,3.6398084627858496,0.2904873186510036,3.790149241930186,0.2875043963454121,-0.15034077914433652,False,0.04152233590623124,-3.6207206522255153,-0.3678446108756581,0.0358749433665083,0.049526843948888725,0.06285874705066512,0.018956607476742184,-0.026983803684156815,False,0.04575538552466035,-0.5897404944738933,-0.5088330804241993,-0.08696233861734146,0.06040662399185432,-0.10827429846515663,0.022628599484359913,0.02131195984781517,False,0.05600809501732492,0.38051570654604067,0.33038765732384134,2.1987783346741585,0.9132530246074333,1.4280000776110224,0.638560901141115,0.7707782570631361,False,0.6528943731481168,1.180555827654952,0.6916799418281911,-0.36205846508491923,0.5968235425656279,-0.32611283480738046,0.12080144391183335,-0.035945630277538776,False,0.5844701464654991,-0.06150122550298747,-0.05903116003955945
mass_linear_ssfr_tanh_sncolour_softbroken_sntau_interaction_gammaalpha,3,"c03 (RA 41.7, Dec -0.7, N=240)",240.0,1.272,,-358.007,-78.8682004468064,0.04910351359114639,-436.8753670747337,0.06596637261840765,0.39038962369011276,0.06574994096865468,0.3682220049518475,0.019959926997527404,0.022167618738265282,False,0.06264707536377857,0.3538492197687205,0.32261249842960604,0.16274301863673296,0.018903314044537153,0.17683846906208586,0.005773119440267609,-0.014095450425352901,False,0.01800017704898482,-0.783072876838612,-0.7131438752166421,3.5047429784449524,0.3812771234157947,3.790149241930186,0.2875043963454121,-0.2854062634852337,False,0.2504265699207721,-1.1396804403603347,-0.5976769845632457,-0.07305684978083317,0.04679863570865185,0.06285874705066512,0.018956607476742184,-0.1359155968314983,False,0.0427873735716955,-3.1765351664727683,-2.691812133115838,-0.17162539029819213,0.06789902726012753,-0.10827429846515663,0.022628599484359913,-0.0633510918330355,False,0.06401737567448362,-0.989592140658248,-0.8851569163038592,2.0019806446585626,1.1036320697223736,1.4280000776110224,0.638560901141115,0.5739805670475402,False,0.9001353902905592,0.6376602600440608,0.4501616235208694,-0.8124946356381467,0.7995051662929691,-0.32611283480738046,0.12080144391183335,-0.48638180083076626,False,0.790326212445193,-0.6154190423799154,-0.6015259395596383
