run_1,run_2,n_shared_params,shared_params,gaussian_nsigma,gaussian_pvalue,gaussian_Q,gaussian_dof,kde_nsigma,kde_p_enclosed,lnB,lnB_err,lnB_label,lnB_favours
Plots/combo/host_qual_mass_step_all_results.pkl,Plots/combo/host_qual_mass_step_strict_results.pkl,4,alpha|beta|gamma|Om0,0.201,0.8404898925656303,1.421,4,0.22,0.174,95.666,0.081,strong,run_1
