run_1,run_2,n_shared_params,shared_params,gaussian_nsigma,gaussian_pvalue,gaussian_Q,gaussian_dof,kde_nsigma,kde_p_enclosed,lnB,lnB_err,lnB_label,lnB_favours
Plots/combo/drilling_all_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_results.pkl,Plots/combo/drilling_03_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_results.pkl,6,alpha|beta|gamma|Om0|sn_tau|zeta,1.386,0.16564193831435517,9.144,6,,,-359.145,0.079,strong,run_2
