run_1,run_2,n_shared_params,shared_params,gaussian_nsigma,gaussian_pvalue,gaussian_Q,gaussian_dof,kde_nsigma,kde_p_enclosed,lnB,lnB_err,lnB_label,lnB_favours
Plots/combo/drilling_all_mass_linear_sncolour_softbroken_sntau_results.pkl,Plots/combo/drilling_02_mass_linear_sncolour_softbroken_sntau_results.pkl,5,alpha|beta|gamma|Om0|sn_tau,0.431,0.6664726705257296,3.218,5,0.312,0.245,-368.577,0.075,strong,run_2
