run_1,run_2,n_shared_params,shared_params,gaussian_nsigma,gaussian_pvalue,gaussian_Q,gaussian_dof,kde_nsigma,kde_p_enclosed,lnB,lnB_err,lnB_label,lnB_favours
Plots/combo/drilling_all_mass_linear_sncolour_softbroken_sntau_results.pkl,Plots/combo/drilling_00_mass_linear_sncolour_softbroken_sntau_results.pkl,5,alpha|beta|gamma|Om0|sn_tau,0.156,0.8762856145993287,1.798,5,0.099,0.07875,-263.006,0.078,strong,run_2
