run_1,run_2,n_shared_params,shared_params,gaussian_nsigma,gaussian_pvalue,gaussian_Q,gaussian_dof,kde_nsigma,kde_p_enclosed,lnB,lnB_err,lnB_label,lnB_favours
Plots/combo/host_qual_mass_linear_ssfr_tanh_interaction_gammaalpha_all_results.pkl,Plots/combo/host_qual_mass_linear_ssfr_tanh_interaction_gammaalpha_strict_results.pkl,6,alpha|beta|gamma|Om0|gamma_alpha|zeta,0.121,0.9038301750652376,2.166,6,,,94.459,0.09,strong,run_1
