run_1,run_2,n_shared_params,shared_params,gaussian_nsigma,gaussian_pvalue,gaussian_Q,gaussian_dof,kde_nsigma,kde_p_enclosed,lnB,lnB_err,lnB_label,lnB_favours
Plots/combo/host_qual_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_all_results.pkl,Plots/combo/host_qual_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_strict_results.pkl,6,alpha|beta|gamma|Om0|sn_tau|zeta,0.252,0.8007843748037726,3.064,6,,,95.707,0.087,strong,run_1
