run_1,run_2,n_shared_params,shared_params,gaussian_nsigma,gaussian_pvalue,gaussian_Q,gaussian_dof,kde_nsigma,kde_p_enclosed,lnB,lnB_err,lnB_label,lnB_favours
Plots/combo/drilling_all_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_results.pkl,Plots/combo/drilling_00_mass_linear_ssfr_tanh_sncolour_softbroken_sntau_results.pkl,6,alpha|beta|gamma|Om0|sn_tau|zeta,0.047,0.9621343708246353,1.46,6,,,-252.972,0.083,strong,run_2
