run_1,run_2,n_shared_params,shared_params,gaussian_nsigma,gaussian_pvalue,gaussian_Q,gaussian_dof,kde_nsigma,kde_p_enclosed,lnB,lnB_err,lnB_label,lnB_favours
Plots/combo/host_qual_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha_all_results.pkl,Plots/combo/host_qual_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha_strict_results.pkl,6,alpha|beta|gamma|Om0|gamma_alpha|sn_tau,0.041,0.9676187020615792,1.371,6,,,97.978,0.086,strong,run_1
