run_1,run_2,n_shared_params,shared_params,gaussian_nsigma,gaussian_pvalue,gaussian_Q,gaussian_dof,kde_nsigma,kde_p_enclosed,lnB,lnB_err,lnB_label,lnB_favours
Plots/combo/drilling_all_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,Plots/combo/drilling_00_mass_linear_sncolour_softbroken_sntau_interaction_gammaalpha_results.pkl,6,alpha|beta|gamma|Om0|gamma_alpha|sn_tau,0.073,0.9415810683010755,1.745,6,,,-260.622,0.082,strong,run_2
