run_1,run_2,n_shared_params,shared_params,gaussian_nsigma,gaussian_pvalue,gaussian_Q,gaussian_dof,kde_nsigma,kde_p_enclosed,lnB,lnB_err,lnB_label,lnB_favours
Plots/combo/drilling_all_mass_linear_ssfr_tanh_interaction_gammaalpha_results.pkl,Plots/combo/drilling_00_mass_linear_ssfr_tanh_interaction_gammaalpha_results.pkl,6,alpha|beta|gamma|Om0|gamma_alpha|zeta,0.149,0.8818525545124123,2.378,6,,,-252.535,0.086,strong,run_2
