run_1,run_2,n_shared_params,shared_params,gaussian_nsigma,gaussian_pvalue,gaussian_Q,gaussian_dof,kde_nsigma,kde_p_enclosed,lnB,lnB_err,lnB_label,lnB_favours
Plots/combo/drilling_all_mass_linear_sncolour_softbroken_sntau_results.pkl,Plots/combo/drilling_01_mass_linear_sncolour_softbroken_sntau_results.pkl,5,alpha|beta|gamma|Om0|sn_tau,0.846,0.3977634660023416,5.151,5,0.8,0.5765,-198.844,0.077,strong,run_2
